Hours,Lifetime Hourly Data: System power generated (kW),MW
2065.5,-7.08862,0
2066.5,-7.08862,0
2067.5,-7.08862,0
2068.5,-7.08862,0
2069.5,-7.08862,0
2070.5,-7.08862,0
2071.5,6245.12,6.24512
2072.5,16671.3,16.6713
2073.5,12531.7,12.5317
2074.5,26298.2,26.2982
2075.5,54503.4,54.5034
2076.5,54503.4,54.5034
2077.5,51746.8,51.7468
2078.5,45428.5,45.4285
2079.5,32336.8,32.3368
2080.5,13084.1,13.0841
2081.5,3749.36,3.74936
2082.5,-7.08862,0
2083.5,-7.08862,0
2084.5,-7.08862,0
2085.5,-7.08862,0
2086.5,-7.08862,0
2087.5,-7.08862,0
2088.5,-7.08862,0
2089.5,-7.08862,0
2090.5,-7.08862,0
2091.5,-7.08862,0
2092.5,-7.08862,0
2093.5,-7.08862,0
2094.5,-7.08862,0
2095.5,2173.78,2.17378
2096.5,3603.24,3.60324
2097.5,6381.91,6.38191
2098.5,9206.09,9.20609
2099.5,12898,12.898
2100.5,13822.8,13.8228
2101.5,16002.5,16.0025
2102.5,17599.9,17.5999
2103.5,15932.4,15.9324
2104.5,11486.2,11.4862
2105.5,2493.43,2.49343
2106.5,-7.08862,0
2107.5,-7.08862,0
2108.5,-7.08862,0
2109.5,-7.08862,0
2110.5,-7.08862,0
2111.5,-7.08862,0
2112.5,-7.08862,0
2113.5,-7.08862,0
2114.5,-7.08862,0
2115.5,-7.08862,0
2116.5,-7.08862,0
2117.5,-7.08862,0
2118.5,-7.08862,0
2119.5,2340.54,2.34054
2120.5,14291.4,14.2914
2121.5,38992.3,38.9923
2122.5,46628.8,46.6288
2123.5,32181.2,32.1812
2124.5,42672.8,42.6728
2125.5,36384.8,36.3848
2126.5,33097.1,33.0971
2127.5,34258,34.258
2128.5,26127.4,26.1274
2129.5,9742,9.742
2130.5,-7.08862,0
2131.5,-7.08862,0
2132.5,-7.08862,0
2133.5,-7.08862,0
2134.5,-7.08862,0
2135.5,-7.08862,0
2136.5,-7.08862,0
2137.5,-7.08862,0
2138.5,-7.08862,0
2139.5,-7.08862,0
2140.5,-7.08862,0
2141.5,-7.08862,0
2142.5,-7.08862,0
2143.5,7694.4,7.6944
2144.5,21871.6,21.8716
2145.5,37746.7,37.7467
2146.5,49373.7,49.3737
2147.5,43728.3,43.7283
2148.5,41564.8,41.5648
2149.5,32595.6,32.5956
2150.5,17776.6,17.7766
2151.5,7581.63,7.58163
2152.5,5174.83,5.17483
2153.5,2331.47,2.33147
2154.5,-7.08862,0
2155.5,-7.08862,0
2156.5,-7.08862,0
2157.5,-7.08862,0
2158.5,-7.08862,0
2159.5,-7.08862,0
2160.5,-7.08862,0
2161.5,-7.08862,0
2162.5,-7.08862,0
2163.5,-7.08862,0
2164.5,-7.08862,0
2165.5,-7.08862,0
2166.5,-7.08862,0
2167.5,4444.19,4.44419
2168.5,25926.1,25.9261
2169.5,34697.3,34.6973
2170.5,46010.6,46.0106
2171.5,32832,32.832
2172.5,54503.4,54.5034
2173.5,44668.4,44.6684
2174.5,43010.6,43.0106
2175.5,36868.1,36.8681
2176.5,22481.2,22.4812
2177.5,2945.13,2.94513
2178.5,-7.08862,0
2179.5,-7.08862,0
2180.5,-7.08862,0
2181.5,-7.08862,0
2182.5,-7.08862,0
2183.5,-7.08862,0
2184.5,-7.08862,0
2185.5,-7.08862,0
2186.5,-7.08862,0
2187.5,-7.08862,0
2188.5,-7.08862,0
2189.5,-7.08862,0
2190.5,-7.08862,0
2191.5,8007.81,8.00781
2192.5,26003.5,26.0035
2193.5,15614.4,15.6144
2194.5,29853.6,29.8536
2195.5,54503.4,54.5034
2196.5,47758.5,47.7585
2197.5,40745.3,40.7453
2198.5,30728.1,30.7281
2199.5,34523.2,34.5232
2200.5,21848.9,21.8489
2201.5,2224.93,2.22493
2202.5,-7.08862,0
2203.5,-7.08862,0
2204.5,-7.08862,0
2205.5,-7.08862,0
2206.5,-7.08862,0
2207.5,-7.08862,0
2208.5,-7.08862,0
2209.5,-7.08862,0
2210.5,-7.08862,0
2211.5,-7.08862,0
2212.5,-7.08862,0
2213.5,-7.08862,0
2214.5,-7.08862,0
2215.5,9208.82,9.20882
2216.5,26651.7,26.6517
2217.5,40029.2,40.0292
2218.5,43750.2,43.7502
2219.5,40429.6,40.4296
2220.5,30575.8,30.5758
2221.5,43524.8,43.5248
2222.5,41463.7,41.4637
2223.5,30065.3,30.0653
2224.5,20128.4,20.1284
2225.5,3130.27,3.13027
2226.5,-7.08862,0
2227.5,-7.08862,0
2228.5,-7.08862,0
2229.5,-7.08862,0
2230.5,-7.08862,0
2231.5,-7.08862,0
2232.5,-7.08862,0
2233.5,-7.08862,0
2234.5,-7.08862,0
2235.5,-7.08862,0
2236.5,-7.08862,0
2237.5,-7.08862,0
2238.5,-7.08862,0
2239.5,1748.68,1.74868
2240.5,6857.27,6.85727
2241.5,8013.58,8.01358
2242.5,23178.6,23.1786
2243.5,26672.4,26.6724
2244.5,16132.7,16.1327
2245.5,19402,19.402
2246.5,11596.9,11.5969
2247.5,10583.8,10.5838
2248.5,8864.72,8.86472
2249.5,2898.77,2.89877
2250.5,-7.08862,0
2251.5,-7.08862,0
2252.5,-7.08862,0
2253.5,-7.08862,0
2254.5,-7.08862,0
2255.5,-7.08862,0
2256.5,-7.08862,0
2257.5,-7.08862,0
2258.5,-7.08862,0
2259.5,-7.08862,0
2260.5,-7.08862,0
2261.5,-7.08862,0
2262.5,-7.08862,0
2263.5,2023.98,2.02398
2264.5,6010.64,6.01064
2265.5,13826.6,13.8266
2266.5,31221,31.221
2267.5,24482.1,24.4821
2268.5,23999.3,23.9993
2269.5,22683.2,22.6832
2270.5,34562.4,34.5624
2271.5,11419.1,11.4191
2272.5,5031.18,5.03118
2273.5,1977.72,1.97772
2274.5,-7.08862,0
2275.5,-7.08862,0
2276.5,-7.08862,0
2277.5,-7.08862,0
2278.5,-7.08862,0
2279.5,-7.08862,0
2280.5,-7.08862,0
2281.5,-7.08862,0
2282.5,-7.08862,0
2283.5,-7.08862,0
2284.5,-7.08862,0
2285.5,-7.08862,0
2286.5,-7.08862,0
2287.5,3534.67,3.53467
2288.5,12232.3,12.2323
2289.5,15834.2,15.8342
2290.5,21242.5,21.2425
2291.5,36297,36.297
2292.5,49971.7,49.9717
2293.5,42568.3,42.5683
2294.5,32227.3,32.2273
2295.5,11434.7,11.4347
2296.5,5926.19,5.92619
2297.5,1818.27,1.81827
2298.5,-7.08862,0
2299.5,-7.08862,0
2300.5,-7.08862,0
2301.5,-7.08862,0
2302.5,-7.08862,0
2303.5,-7.08862,0
2304.5,-7.08862,0
2305.5,-7.08862,0
2306.5,-7.08862,0
2307.5,-7.08862,0
2308.5,-7.08862,0
2309.5,-7.08862,0
2310.5,-7.08862,0
2311.5,6689.5,6.6895
2312.5,17297.7,17.2977
2313.5,32197.1,32.1971
2314.5,33305.4,33.3054
2315.5,50345.9,50.3459
2316.5,54503.4,54.5034
2317.5,46096.5,46.0965
2318.5,37085.5,37.0855
2319.5,12618.3,12.6183
2320.5,7034.64,7.03464
2321.5,1843.21,1.84321
2322.5,-7.08862,0
2323.5,-7.08862,0
2324.5,-7.08862,0
2325.5,-7.08862,0
2326.5,-7.08862,0
2327.5,-7.08862,0
2328.5,-7.08862,0
2329.5,-7.08862,0
2330.5,-7.08862,0
2331.5,-7.08862,0
2332.5,-7.08862,0
2333.5,-7.08862,0
2334.5,-7.08862,0
2335.5,2044.64,2.04464
2336.5,11860.3,11.8603
2337.5,19697.8,19.6978
2338.5,13562.2,13.5622
2339.5,18002.6,18.0026
2340.5,24134.4,24.1344
2341.5,35386,35.386
2342.5,21554.8,21.5548
2343.5,31314.2,31.3142
2344.5,16665,16.665
2345.5,2192.26,2.19226
2346.5,-7.08862,0
2347.5,-7.08862,0
2348.5,-7.08862,0
2349.5,-7.08862,0
2350.5,-7.08862,0
2351.5,-7.08862,0
2352.5,-7.08862,0
2353.5,-7.08862,0
2354.5,-7.08862,0
2355.5,-7.08862,0
2356.5,-7.08862,0
2357.5,-7.08862,0
2358.5,-7.08862,0
2359.5,5251.46,5.25146
2360.5,22897.6,22.8976
2361.5,39149.3,39.1493
2362.5,42891.8,42.8918
2363.5,54471.5,54.4715
2364.5,46598.5,46.5985
2365.5,23505.7,23.5057
2366.5,28499.9,28.4999
2367.5,11421.5,11.4215
2368.5,8229.72,8.22972
2369.5,1812.54,1.81254
2370.5,-7.08862,0
2371.5,-7.08862,0
2372.5,-7.08862,0
2373.5,-7.08862,0
2374.5,-7.08862,0
2375.5,-7.08862,0
2376.5,-7.08862,0
2377.5,-7.08862,0
2378.5,-7.08862,0
2379.5,-7.08862,0
2380.5,-7.08862,0
2381.5,-7.08862,0
2382.5,-7.08862,0
2383.5,7494.97,7.49497
2384.5,24045.9,24.0459
2385.5,29737.5,29.7375
2386.5,38564.4,38.5644
2387.5,52528.1,52.5281
2388.5,53129.6,53.1296
2389.5,40886,40.886
2390.5,36084,36.084
2391.5,7170.21,7.17021
2392.5,4683.38,4.68338
2393.5,902.226,0.902226
2394.5,-7.08862,0
2395.5,-7.08862,0
2396.5,-7.08862,0
2397.5,-7.08862,0
2398.5,-7.08862,0
2399.5,-7.08862,0
2400.5,-7.08862,0
2401.5,-7.08862,0
2402.5,-7.08862,0
2403.5,-7.08862,0
2404.5,-7.08862,0
2405.5,-7.08862,0
2406.5,-7.08862,0
2407.5,7407.67,7.40767
2408.5,24984.8,24.9848
2409.5,38239.4,38.2394
2410.5,47168.7,47.1687
2411.5,45848,45.848
2412.5,17621.1,17.6211
2413.5,33884.6,33.8846
2414.5,13556,13.556
2415.5,10255.7,10.2557
2416.5,23390.6,23.3906
2417.5,1428.42,1.42842
2418.5,-7.08862,0
2419.5,-7.08862,0
2420.5,-7.08862,0
2421.5,-7.08862,0
2422.5,-7.08862,0
2423.5,-7.08862,0
2424.5,-7.08862,0
2425.5,-7.08862,0
2426.5,-7.08862,0
2427.5,-7.08862,0
2428.5,-7.08862,0
2429.5,-7.08862,0
2430.5,-7.08862,0
2431.5,5323.76,5.32376
2432.5,11837.4,11.8374
2433.5,38815.5,38.8155
2434.5,29083.3,29.0833
2435.5,26762.3,26.7623
2436.5,26670.1,26.6701
2437.5,33320,33.32
2438.5,20939.5,20.9395
2439.5,21507.7,21.5077
2440.5,5428.38,5.42838
2441.5,1424.4,1.4244
2442.5,-7.08862,0
2443.5,-7.08862,0
2444.5,-7.08862,0
2445.5,-7.08862,0
2446.5,-7.08862,0
2447.5,-7.08862,0
2448.5,-7.08862,0
2449.5,-7.08862,0
2450.5,-7.08862,0
2451.5,-7.08862,0
2452.5,-7.08862,0
2453.5,-7.08862,0
2454.5,-7.08862,0
2455.5,7586.18,7.58618
2456.5,21826.4,21.8264
2457.5,38774.8,38.7748
2458.5,45254.5,45.2545
2459.5,28588.8,28.5888
2460.5,41541,41.541
2461.5,24361.2,24.3612
2462.5,11273.9,11.2739
2463.5,11174,11.174
2464.5,7007.12,7.00712
2465.5,1430.29,1.43029
2466.5,-7.08862,0
2467.5,-7.08862,0
2468.5,-7.08862,0
2469.5,-7.08862,0
2470.5,-7.08862,0
2471.5,-7.08862,0
2472.5,-7.08862,0
2473.5,-7.08862,0
2474.5,-7.08862,0
2475.5,-7.08862,0
2476.5,-7.08862,0
2477.5,-7.08862,0
2478.5,-7.08862,0
2479.5,2436.67,2.43667
2480.5,22275.2,22.2752
2481.5,37236.7,37.2367
2482.5,46624.5,46.6245
2483.5,50259.1,50.2591
2484.5,16406.7,16.4067
2485.5,32091.7,32.0917
2486.5,40080.3,40.0803
2487.5,20400.3,20.4003
2488.5,3905.34,3.90534
2489.5,1023.79,1.02379
2490.5,-7.08862,0
2491.5,-7.08862,0
2492.5,-7.08862,0
2493.5,-7.08862,0
2494.5,-7.08862,0
2495.5,-7.08862,0
2496.5,-7.08862,0
2497.5,-7.08862,0
2498.5,-7.08862,0
2499.5,-7.08862,0
2500.5,-7.08862,0
2501.5,-7.08862,0
2502.5,-7.08862,0
2503.5,2207.02,2.20702
2504.5,9091.94,9.09194
2505.5,39309.2,39.3092
2506.5,41777.1,41.7771
2507.5,52893.5,52.8935
2508.5,14120.8,14.1208
2509.5,15672.2,15.6722
2510.5,11570.6,11.5706
2511.5,11327.1,11.3271
2512.5,5660.57,5.66057
2513.5,1598.14,1.59814
2514.5,-7.08862,0
2515.5,-7.08862,0
2516.5,-7.08862,0
2517.5,-7.08862,0
2518.5,-7.08862,0
2519.5,-7.08862,0
2520.5,-7.08862,0
2521.5,-7.08862,0
2522.5,-7.08862,0
2523.5,-7.08862,0
2524.5,-7.08862,0
2525.5,-7.08862,0
2526.5,-7.08862,0
2527.5,7967.72,7.96772
2528.5,18785.7,18.7857
2529.5,26519.5,26.5195
2530.5,36783.1,36.7831
2531.5,9060.18,9.06018
2532.5,14602.8,14.6028
2533.5,16768.2,16.7682
2534.5,16732.4,16.7324
2535.5,6187.66,6.18766
2536.5,5299.68,5.29968
2537.5,846.787,0.846787
2538.5,-7.08862,0
2539.5,-7.08862,0
2540.5,-7.08862,0
2541.5,-7.08862,0
2542.5,-7.08862,0
2543.5,-7.08862,0
2544.5,-7.08862,0
2545.5,-7.08862,0
2546.5,-7.08862,0
2547.5,-7.08862,0
2548.5,-7.08862,0
2549.5,-7.08862,0
2550.5,-7.08862,0
2551.5,7103.49,7.10349
2552.5,22742.8,22.7428
2553.5,37530.5,37.5305
2554.5,42583,42.583
2555.5,54503.4,54.5034
2556.5,35944.3,35.9443
2557.5,15281.2,15.2812
2558.5,10532.8,10.5328
2559.5,7931.84,7.93184
2560.5,5333.79,5.33379
2561.5,1590.79,1.59079
2562.5,-7.08862,0
2563.5,-7.08862,0
2564.5,-7.08862,0
2565.5,-7.08862,0
2566.5,-7.08862,0
2567.5,-7.08862,0
2568.5,-7.08862,0
2569.5,-7.08862,0
2570.5,-7.08862,0
2571.5,-7.08862,0
2572.5,-7.08862,0
2573.5,-7.08862,0
2574.5,-7.08862,0
2575.5,3612.74,3.61274
2576.5,21875.1,21.8751
2577.5,31405.6,31.4056
2578.5,44531.7,44.5317
2579.5,50521.3,50.5213
2580.5,49203.1,49.2031
2581.5,13310.3,13.3103
2582.5,7307.06,7.30706
2583.5,7842.92,7.84292
2584.5,4298.71,4.29871
2585.5,2191.74,2.19174
2586.5,-7.08862,0
2587.5,-7.08862,0
2588.5,-7.08862,0
2589.5,-7.08862,0
2590.5,-7.08862,0
2591.5,-7.08862,0
2592.5,-7.08862,0
2593.5,-7.08862,0
2594.5,-7.08862,0
2595.5,-7.08862,0
2596.5,-7.08862,0
2597.5,-7.08862,0
2598.5,-7.08862,0
2599.5,5651.28,5.65128
2600.5,12580.8,12.5808
2601.5,18851.5,18.8515
2602.5,15110.9,15.1109
2603.5,21168.3,21.1683
2604.5,33291.6,33.2916
2605.5,31306.7,31.3067
2606.5,18519.1,18.5191
2607.5,10739.6,10.7396
2608.5,6786.24,6.78624
2609.5,624.162,0.624162
2610.5,-7.08862,0
2611.5,-7.08862,0
2612.5,-7.08862,0
2613.5,-7.08862,0
2614.5,-7.08862,0
2615.5,-7.08862,0
2616.5,-7.08862,0
2617.5,-7.08862,0
2618.5,-7.08862,0
2619.5,-7.08862,0
2620.5,-7.08862,0
2621.5,-7.08862,0
2622.5,-7.08862,0
2623.5,4871.88,4.87188
2624.5,23193.7,23.1937
2625.5,35208.9,35.2089
2626.5,44336.2,44.3362
2627.5,35783.7,35.7837
2628.5,17420.2,17.4202
2629.5,7700.37,7.70037
2630.5,5070.49,5.07049
2631.5,13281.7,13.2817
2632.5,6979.62,6.97962
2633.5,2085.9,2.0859
2634.5,-7.08862,0
2635.5,-7.08862,0
2636.5,-7.08862,0
2637.5,-7.08862,0
2638.5,-7.08862,0
2639.5,-7.08862,0
2640.5,-7.08862,0
2641.5,-7.08862,0
2642.5,-7.08862,0
2643.5,-7.08862,0
2644.5,-7.08862,0
2645.5,-7.08862,0
2646.5,-7.08862,0
2647.5,5185.96,5.18596
2648.5,19459.3,19.4593
2649.5,30154.6,30.1546
2650.5,36902,36.902
2651.5,25456.1,25.4561
2652.5,18991,18.991
2653.5,20739.5,20.7395
2654.5,36378,36.378
2655.5,16912.6,16.9126
2656.5,6256.49,6.25649
2657.5,687.409,0.687409
2658.5,-7.08862,0
2659.5,-7.08862,0
2660.5,-7.08862,0
2661.5,-7.08862,0
2662.5,-7.08862,0
2663.5,-7.08862,0
2664.5,-7.08862,0
2665.5,-7.08862,0
2666.5,-7.08862,0
2667.5,-7.08862,0
2668.5,-7.08862,0
2669.5,-7.08862,0
2670.5,-7.08862,0
2671.5,2649.93,2.64993
2672.5,17637.9,17.6379
2673.5,11472.5,11.4725
2674.5,8498.63,8.49863
2675.5,28920.6,28.9206
2676.5,45370.8,45.3708
2677.5,54105.3,54.1053
2678.5,49720.4,49.7204
2679.5,33741.7,33.7417
2680.5,16332.4,16.3324
2681.5,756.944,0.756944
2682.5,-7.08862,0
2683.5,-7.08862,0
2684.5,-7.08862,0
2685.5,-7.08862,0
2686.5,-7.08862,0
2687.5,-7.08862,0
2688.5,-7.08862,0
2689.5,-7.08862,0
2690.5,-7.08862,0
2691.5,-7.08862,0
2692.5,-7.08862,0
2693.5,-7.08862,0
2694.5,-7.08862,0
2695.5,989.181,0.989181
2696.5,4115.74,4.11574
2697.5,6400.87,6.40087
2698.5,7356.99,7.35699
2699.5,9885.9,9.8859
2700.5,8232.3,8.2323
2701.5,7572.45,7.57245
2702.5,10830,10.83
2703.5,9200.2,9.2002
2704.5,3964.9,3.9649
2705.5,78.3865,0.0783865
2706.5,-7.08862,0
2707.5,-7.08862,0
2708.5,-7.08862,0
2709.5,-7.08862,0
2710.5,-7.08862,0
2711.5,-7.08862,0
2712.5,-7.08862,0
2713.5,-7.08862,0
2714.5,-7.08862,0
2715.5,-7.08862,0
2716.5,-7.08862,0
2717.5,-7.08862,0
2718.5,-7.08862,0
2719.5,200.313,0.200313
2720.5,2845.91,2.84591
2721.5,5855.31,5.85531
2722.5,6108.98,6.10898
2723.5,8452.11,8.45211
2724.5,7883.95,7.88395
2725.5,4848.11,4.84811
2726.5,6116.36,6.11636
2727.5,3845.48,3.84548
2728.5,1084.61,1.08461
2729.5,-7.08862,0
2730.5,-7.08862,0
2731.5,-7.08862,0
2732.5,-7.08862,0
2733.5,-7.08862,0
2734.5,-7.08862,0
2735.5,-7.08862,0
2736.5,-7.08862,0
2737.5,-7.08862,0
2738.5,-7.08862,0
2739.5,-7.08862,0
2740.5,-7.08862,0
2741.5,-7.08862,0
2742.5,-7.08862,0
2743.5,36.1604,0.0361604
2744.5,1083.65,1.08365
2745.5,1810.51,1.81051
2746.5,2804.22,2.80422
2747.5,2956.1,2.9561
2748.5,6575.58,6.57558
2749.5,17700.2,17.7002
2750.5,6856.49,6.85649
2751.5,4623.85,4.62385
2752.5,2679.19,2.67919
2753.5,-7.08862,0
2754.5,-7.08862,0
2755.5,-7.08862,0
2756.5,-7.08862,0
2757.5,-7.08862,0
2758.5,-7.08862,0
2759.5,-7.08862,0
2760.5,-7.08862,0
2761.5,-7.08862,0
2762.5,-7.08862,0
2763.5,-7.08862,0
2764.5,-7.08862,0
2765.5,-7.08862,0
2766.5,-7.08862,0
2767.5,195.548,0.195548
2768.5,6517.62,6.51762
2769.5,18332.5,18.3325
2770.5,25760.7,25.7607
2771.5,29114.7,29.1147
2772.5,21053.6,21.0536
2773.5,18194.9,18.1949
2774.5,16766.1,16.7661
2775.5,19887.1,19.8871
2776.5,4161.44,4.16144
2777.5,-7.08862,0
2778.5,-7.08862,0
2779.5,-7.08862,0
2780.5,-7.08862,0
2781.5,-7.08862,0
2782.5,-7.08862,0
2783.5,-7.08862,0
2784.5,-7.08862,0
2785.5,-7.08862,0
2786.5,-7.08862,0
2787.5,-7.08862,0
2788.5,-7.08862,0
2789.5,-7.08862,0
2790.5,-7.08862,0
2791.5,783.982,0.783982
2792.5,7940.33,7.94033
2793.5,15864,15.864
2794.5,14194.9,14.1949
2795.5,11256.7,11.2567
2796.5,18633,18.633
2797.5,21201.8,21.2018
2798.5,17988.7,17.9887
2799.5,12316.7,12.3167
2800.5,4652.88,4.65288
2801.5,184.669,0.184669
2802.5,-7.08862,0
2803.5,-7.08862,0
2804.5,-7.08862,0
2805.5,-7.08862,0
2806.5,-7.08862,0
2807.5,-7.08862,0
2808.5,-7.08862,0
2809.5,-7.08862,0
2810.5,-7.08862,0
2811.5,-7.08862,0
2812.5,-7.08862,0
2813.5,-7.08862,0
2814.5,-7.08862,0
2815.5,1574.74,1.57474
2816.5,7260.96,7.26096
2817.5,14698.6,14.6986
2818.5,17246.7,17.2467
2819.5,21420.6,21.4206
2820.5,30580.8,30.5808
2821.5,20898.8,20.8988
2822.5,8610.6,8.6106
2823.5,6324.31,6.32431
2824.5,6899.9,6.8999
2825.5,1219.18,1.21918
2826.5,-7.08862,0
2827.5,-7.08862,0
2828.5,-7.08862,0
2829.5,-7.08862,0
2830.5,-7.08862,0
2831.5,-7.08862,0
2832.5,-7.08862,0
2833.5,-7.08862,0
2834.5,-7.08862,0
2835.5,-7.08862,0
2836.5,-7.08862,0
2837.5,-7.08862,0
2838.5,-7.08862,0
2839.5,1203.69,1.20369
2840.5,15167.1,15.1671
2841.5,30736.7,30.7367
2842.5,38464.6,38.4646
2843.5,47402.9,47.4029
2844.5,53561.3,53.5613
2845.5,44398.4,44.3984
2846.5,34536.4,34.5364
2847.5,18130.6,18.1306
2848.5,21273.8,21.2738
2849.5,601.485,0.601485
2850.5,-7.08862,0
2851.5,-7.08862,0
2852.5,-7.08862,0
2853.5,-7.08862,0
2854.5,-7.08862,0
2855.5,-7.08862,0
2856.5,-7.08862,0
2857.5,-7.08862,0
2858.5,-7.08862,0
2859.5,-7.08862,0
2860.5,-7.08862,0
2861.5,-7.08862,0
2862.5,-7.08862,0
2863.5,3382.29,3.38229
2864.5,15470.9,15.4709
2865.5,28130.1,28.1301
2866.5,34788.4,34.7884
2867.5,31039,31.039
2868.5,29989.3,29.9893
2869.5,27088.9,27.0889
2870.5,45536.7,45.5367
2871.5,29542,29.542
2872.5,19505.5,19.5055
2873.5,337.016,0.337016
2874.5,-7.08862,0
2875.5,-7.08862,0
2876.5,-7.08862,0
2877.5,-7.08862,0
2878.5,-7.08862,0
2879.5,-7.08862,0
2880.5,-7.08862,0
2881.5,-7.08862,0
2882.5,-7.08862,0
2883.5,-7.08862,0
2884.5,-7.08862,0
2885.5,-7.08862,0
2886.5,-7.08862,0
2887.5,3725.59,3.72559
2888.5,15058.8,15.0588
2889.5,31600.4,31.6004
2890.5,22260.2,22.2602
2891.5,37608.5,37.6085
2892.5,35546.1,35.5461
2893.5,24476.7,24.4767
2894.5,5124.29,5.12429
2895.5,3046.58,3.04658
2896.5,1859.44,1.85944
2897.5,-7.08862,0
2898.5,-7.08862,0
2899.5,-7.08862,0
2900.5,-7.08862,0
2901.5,-7.08862,0
2902.5,-7.08862,0
2903.5,-7.08862,0
2904.5,-7.08862,0
2905.5,-7.08862,0
2906.5,-7.08862,0
2907.5,-7.08862,0
2908.5,-7.08862,0
2909.5,-7.08862,0
2910.5,-7.08862,0
2911.5,707.35,0.70735
2912.5,8155.27,8.15527
2913.5,30354.5,30.3545
2914.5,43704.7,43.7047
2915.5,44905.6,44.9056
2916.5,48790.9,48.7909
2917.5,51206,51.206
2918.5,40381.9,40.3819
2919.5,31750.7,31.7507
2920.5,15091,15.091
2921.5,727.827,0.727827
2922.5,-7.08862,0
2923.5,-7.08862,0
2924.5,-7.08862,0
2925.5,-7.08862,0
2926.5,-7.08862,0
2927.5,-7.08862,0
2928.5,-7.08862,0
2929.5,-7.08862,0
2930.5,-7.08862,0
2931.5,-7.08862,0
2932.5,-7.08862,0
2933.5,-7.08862,0
2934.5,-7.08862,0
2935.5,2746.96,2.74696
2936.5,13665.9,13.6659
2937.5,21570,21.57
2938.5,27097.7,27.0977
2939.5,30686.2,30.6862
2940.5,40499,40.499
2941.5,42213.6,42.2136
2942.5,37826.7,37.8267
2943.5,9885.3,9.8853
2944.5,14378.8,14.3788
2945.5,629.492,0.629492
2946.5,-7.08862,0
2947.5,-7.08862,0
2948.5,-7.08862,0
2949.5,-7.08862,0
2950.5,-7.08862,0
2951.5,-7.08862,0
2952.5,-7.08862,0
2953.5,-7.08862,0
2954.5,-7.08862,0
2955.5,-7.08862,0
2956.5,-7.08862,0
2957.5,-7.08862,0
2958.5,-7.08862,0
2959.5,2132.52,2.13252
2960.5,11636.2,11.6362
2961.5,24365.9,24.3659
2962.5,29753.8,29.7538
2963.5,25837.8,25.8378
2964.5,32664.5,32.6645
2965.5,34006,34.006
2966.5,43616.7,43.6167
2967.5,31290.1,31.2901
2968.5,13122.3,13.1223
2969.5,79.7556,0.0797556
2970.5,-7.08862,0
2971.5,-7.08862,0
2972.5,-7.08862,0
2973.5,-7.08862,0
2974.5,-7.08862,0
2975.5,-7.08862,0
2976.5,-7.08862,0
2977.5,-7.08862,0
2978.5,-7.08862,0
2979.5,-7.08862,0
2980.5,-7.08862,0
2981.5,-7.08862,0
2982.5,-7.08862,0
2983.5,814.684,0.814684
2984.5,3805.55,3.80555
2985.5,7182.26,7.18226
2986.5,11532.3,11.5323
2987.5,10231.1,10.2311
2988.5,8646.61,8.64661
2989.5,4523.15,4.52315
2990.5,5980.37,5.98037
2991.5,3685.98,3.68598
2992.5,1811.18,1.81118
2993.5,-7.08862,0
2994.5,-7.08862,0
2995.5,-7.08862,0
2996.5,-7.08862,0
2997.5,-7.08862,0
2998.5,-7.08862,0
2999.5,-7.08862,0
3000.5,-7.08862,0
3001.5,-7.08862,0
3002.5,-7.08862,0
3003.5,-7.08862,0
3004.5,-7.08862,0
3005.5,-7.08862,0
3006.5,-7.08862,0
3007.5,71.6988,0.0716988
3008.5,1672.79,1.67279
3009.5,2859.25,2.85925
3010.5,4569.28,4.56928
3011.5,10395.5,10.3955
3012.5,14512.4,14.5124
3013.5,26967.9,26.9679
3014.5,32581.4,32.5814
3015.5,22425.6,22.4256
3016.5,6509.07,6.50907
3017.5,213.858,0.213858
3018.5,-7.08862,0
3019.5,-7.08862,0
3020.5,-7.08862,0
3021.5,-7.08862,0
3022.5,-7.08862,0
3023.5,-7.08862,0
3024.5,-7.08862,0
3025.5,-7.08862,0
3026.5,-7.08862,0
3027.5,-7.08862,0
3028.5,-7.08862,0
3029.5,-7.08862,0
3030.5,-7.08862,0
3031.5,327.962,0.327962
3032.5,4930.42,4.93042
3033.5,10269,10.269
3034.5,31173.1,31.1731
3035.5,36004.7,36.0047
3036.5,44566.6,44.5666
3037.5,23910.7,23.9107
3038.5,18743.6,18.7436
3039.5,15707.8,15.7078
3040.5,5949.81,5.94981
3041.5,430.039,0.430039
3042.5,-7.08862,0
3043.5,-7.08862,0
3044.5,-7.08862,0
3045.5,-7.08862,0
3046.5,-7.08862,0
3047.5,-7.08862,0
3048.5,-7.08862,0
3049.5,-7.08862,0
3050.5,-7.08862,0
3051.5,-7.08862,0
3052.5,-7.08862,0
3053.5,-7.08862,0
3054.5,-7.08862,0
3055.5,2869.92,2.86992
3056.5,14876.6,14.8766
3057.5,11157.8,11.1578
3058.5,16409.1,16.4091
3059.5,25810.1,25.8101
3060.5,26278.2,26.2782
3061.5,37620.7,37.6207
3062.5,39493.5,39.4935
3063.5,32658.2,32.6582
3064.5,11724.7,11.7247
3065.5,83.9153,0.0839153
3066.5,-7.08862,0
3067.5,-7.08862,0
3068.5,-7.08862,0
3069.5,-7.08862,0
3070.5,-7.08862,0
3071.5,-7.08862,0
3072.5,-7.08862,0
3073.5,-7.08862,0
3074.5,-7.08862,0
3075.5,-7.08862,0
3076.5,-7.08862,0
