Hours,Lifetime Hourly Data: System power generated (kW),MW
1059.5,-7.08862,0
1060.5,-7.08862,0
1061.5,-7.08862,0
1062.5,1610.57,1.61057
1063.5,11021.2,11.0212
1064.5,26797.4,26.7974
1065.5,37479.1,37.4791
1066.5,41122.2,41.1222
1067.5,22848.8,22.8488
1068.5,19394.5,19.3945
1069.5,12455.4,12.4554
1070.5,27266.2,27.2662
1071.5,21397.6,21.3976
1072.5,20228.2,20.2282
1073.5,3328.72,3.32872
1074.5,395.89,0.39589
1075.5,-7.08862,0
1076.5,-7.08862,0
1077.5,-7.08862,0
1078.5,-7.08862,0
1079.5,-7.08862,0
1080.5,-7.08862,0
1081.5,-7.08862,0
1082.5,-7.08862,0
1083.5,-7.08862,0
1084.5,-7.08862,0
1085.5,-7.08862,0
1086.5,1442.61,1.44261
1087.5,11377.6,11.3776
1088.5,26702.1,26.7021
1089.5,36196.9,36.1969
1090.5,24810.3,24.8103
1091.5,29333.9,29.3339
1092.5,27211.9,27.2119
1093.5,40474.3,40.4743
1094.5,17105.3,17.1053
1095.5,15659.3,15.6593
1096.5,10110.9,10.1109
1097.5,4890.37,4.89037
1098.5,565.217,0.565217
1099.5,-7.08862,0
1100.5,-7.08862,0
1101.5,-7.08862,0
1102.5,-7.08862,0
1103.5,-7.08862,0
1104.5,-7.08862,0
1105.5,-7.08862,0
1106.5,-7.08862,0
1107.5,-7.08862,0
1108.5,-7.08862,0
1109.5,-7.08862,0
1110.5,1381.97,1.38197
1111.5,11531.5,11.5315
1112.5,27962.3,27.9623
1113.5,35723,35.723
1114.5,28618.9,28.6189
1115.5,39788.1,39.7881
1116.5,49697.5,49.6975
1117.5,49228.8,49.2288
1118.5,49168.9,49.1689
1119.5,37124.3,37.1243
1120.5,26128,26.128
1121.5,5759.9,5.7599
1122.5,2100.76,2.10076
1123.5,-7.08862,0
1124.5,-7.08862,0
1125.5,-7.08862,0
1126.5,-7.08862,0
1127.5,-7.08862,0
1128.5,-7.08862,0
1129.5,-7.08862,0
1130.5,-7.08862,0
1131.5,-7.08862,0
1132.5,-7.08862,0
1133.5,-7.08862,0
1134.5,783.079,0.783079
1135.5,10679.2,10.6792
1136.5,26851.3,26.8513
1137.5,39129.1,39.1291
1138.5,52445.1,52.4451
1139.5,22109.9,22.1099
1140.5,33914.3,33.9143
1141.5,54503.4,54.5034
1142.5,41022.2,41.0222
1143.5,16032.4,16.0324
1144.5,9047.11,9.04711
1145.5,13071.1,13.0711
1146.5,2845.77,2.84577
1147.5,-7.08862,0
1148.5,-7.08862,0
1149.5,-7.08862,0
1150.5,-7.08862,0
1151.5,-7.08862,0
1152.5,-7.08862,0
1153.5,-7.08862,0
1154.5,-7.08862,0
1155.5,-7.08862,0
1156.5,-7.08862,0
1157.5,-7.08862,0
1158.5,1130.23,1.13023
1159.5,6905.81,6.90581
1160.5,19098.2,19.0982
1161.5,45634.8,45.6348
1162.5,28910.4,28.9104
1163.5,45181.8,45.1818
1164.5,51291.9,51.2919
1165.5,25398.3,25.3983
1166.5,21469.1,21.4691
1167.5,11329,11.329
1168.5,6735.24,6.73524
1169.5,11792.3,11.7923
1170.5,1448.14,1.44814
1171.5,-7.08862,0
1172.5,-7.08862,0
1173.5,-7.08862,0
1174.5,-7.08862,0
1175.5,-7.08862,0
1176.5,-7.08862,0
1177.5,-7.08862,0
1178.5,-7.08862,0
1179.5,-7.08862,0
1180.5,-7.08862,0
1181.5,-7.08862,0
1182.5,1069.88,1.06988
1183.5,8824.03,8.82403
1184.5,21034.4,21.0344
1185.5,28779.3,28.7793
1186.5,28090.4,28.0904
1187.5,18318.1,18.3181
1188.5,11406.8,11.4068
1189.5,20627,20.627
1190.5,9672.28,9.67228
1191.5,7881.14,7.88114
1192.5,5530.81,5.53081
1193.5,2994.01,2.99401
1194.5,217.957,0.217957
1195.5,-7.08862,0
1196.5,-7.08862,0
1197.5,-7.08862,0
1198.5,-7.08862,0
1199.5,-7.08862,0
1200.5,-7.08862,0
1201.5,-7.08862,0
1202.5,-7.08862,0
1203.5,-7.08862,0
1204.5,-7.08862,0
1205.5,-7.08862,0
1206.5,-7.08862,0
1207.5,3166.89,3.16689
1208.5,10949.3,10.9493
1209.5,17817.9,17.8179
1210.5,4421.47,4.42147
1211.5,6894.72,6.89472
1212.5,22908,22.908
1213.5,34374.6,34.3746
1214.5,25427.7,25.4277
1215.5,14914.6,14.9146
1216.5,23889,23.889
1217.5,15960.9,15.9609
1218.5,3314.57,3.31457
1219.5,-7.08862,0
1220.5,-7.08862,0
1221.5,-7.08862,0
1222.5,-7.08862,0
1223.5,-7.08862,0
1224.5,-7.08862,0
1225.5,-7.08862,0
1226.5,-7.08862,0
1227.5,-7.08862,0
1228.5,-7.08862,0
1229.5,-7.08862,0
1230.5,1224.36,1.22436
1231.5,9011.13,9.01113
1232.5,23563.5,23.5635
1233.5,41884.8,41.8848
1234.5,42769.5,42.7695
1235.5,48317.3,48.3173
1236.5,54503.4,54.5034
1237.5,54503.4,54.5034
1238.5,48548.8,48.5488
1239.5,41289.4,41.2894
1240.5,28990.2,28.9902
1241.5,15238.3,15.2383
1242.5,2267.35,2.26735
1243.5,-7.08862,0
1244.5,-7.08862,0
1245.5,-7.08862,0
1246.5,-7.08862,0
1247.5,-7.08862,0
1248.5,-7.08862,0
1249.5,-7.08862,0
1250.5,-7.08862,0
1251.5,-7.08862,0
1252.5,-7.08862,0
1253.5,-7.08862,0
1254.5,186.55,0.18655
1255.5,5769.21,5.76921
1256.5,28144.1,28.1441
1257.5,33319.2,33.3192
1258.5,41565.5,41.5655
1259.5,48307.4,48.3074
1260.5,52622,52.622
1261.5,51273.7,51.2737
1262.5,40646.2,40.6462
1263.5,37577.3,37.5773
1264.5,18278,18.278
1265.5,4147.86,4.14786
1266.5,357.413,0.357413
1267.5,-7.08862,0
1268.5,-7.08862,0
1269.5,-7.08862,0
1270.5,-7.08862,0
1271.5,-7.08862,0
1272.5,-7.08862,0
1273.5,-7.08862,0
1274.5,-7.08862,0
1275.5,-7.08862,0
1276.5,-7.08862,0
1277.5,-7.08862,0
1278.5,672.371,0.672371
1279.5,5939,5.939
1280.5,14230.3,14.2303
1281.5,19083.8,19.0838
1282.5,25988.2,25.9882
1283.5,17764.7,17.7647
1284.5,8901.13,8.90113
1285.5,4527.6,4.5276
1286.5,2847.45,2.84745
1287.5,3530.85,3.53085
1288.5,7007.52,7.00752
1289.5,4355.07,4.35507
1290.5,662.861,0.662861
1291.5,-7.08862,0
1292.5,-7.08862,0
1293.5,-7.08862,0
1294.5,-7.08862,0
1295.5,-7.08862,0
1296.5,-7.08862,0
1297.5,-7.08862,0
1298.5,-7.08862,0
1299.5,-7.08862,0
1300.5,-7.08862,0
1301.5,-7.08862,0
1302.5,554.917,0.554917
1303.5,9855.67,9.85567
1304.5,24583.1,24.5831
1305.5,35116.4,35.1164
1306.5,45742.2,45.7422
1307.5,38756.6,38.7566
1308.5,54503.4,54.5034
1309.5,24620.1,24.6201
1310.5,25037,25.037
1311.5,17425,17.425
1312.5,16011.9,16.0119
1313.5,4936.13,4.93613
1314.5,1077.12,1.07712
1315.5,-7.08862,0
1316.5,-7.08862,0
1317.5,-7.08862,0
1318.5,-7.08862,0
1319.5,-7.08862,0
1320.5,-7.08862,0
1321.5,-7.08862,0
1322.5,-7.08862,0
1323.5,-7.08862,0
1324.5,-7.08862,0
1325.5,-7.08862,0
1326.5,684.033,0.684033
1327.5,7807.86,7.80786
1328.5,10787,10.787
1329.5,15862.6,15.8626
1330.5,13207.2,13.2072
1331.5,21772,21.772
1332.5,34157.4,34.1574
1333.5,44750.5,44.7505
1334.5,43304.3,43.3043
1335.5,37541.4,37.5414
1336.5,18438.4,18.4384
1337.5,7670.78,7.67078
1338.5,519.804,0.519804
1339.5,-7.08862,0
1340.5,-7.08862,0
1341.5,-7.08862,0
1342.5,-7.08862,0
1343.5,-7.08862,0
1344.5,-7.08862,0
1345.5,-7.08862,0
1346.5,-7.08862,0
1347.5,-7.08862,0
1348.5,-7.08862,0
1349.5,-7.08862,0
1350.5,282.514,0.282514
1351.5,8507.24,8.50724
1352.5,20908.3,20.9083
1353.5,31059.2,31.0592
1354.5,46033.1,46.0331
1355.5,54503.4,54.5034
1356.5,54503.4,54.5034
1357.5,54503.4,54.5034
1358.5,50705.2,50.7052
1359.5,40346,40.346
1360.5,29497.2,29.4972
1361.5,14584.8,14.5848
1362.5,1667.95,1.66795
1363.5,-7.08862,0
1364.5,-7.08862,0
1365.5,-7.08862,0
1366.5,-7.08862,0
1367.5,-7.08862,0
1368.5,-7.08862,0
1369.5,-7.08862,0
1370.5,-7.08862,0
1371.5,-7.08862,0
1372.5,-7.08862,0
1373.5,-7.08862,0
1374.5,585.288,0.585288
1375.5,11039.4,11.0394
1376.5,26100.5,26.1005
1377.5,39210.7,39.2107
1378.5,49457.3,49.4573
1379.5,54503.4,54.5034
1380.5,54503.4,54.5034
1381.5,54503.4,54.5034
1382.5,50662.4,50.6624
1383.5,41705.6,41.7056
1384.5,27712.8,27.7128
1385.5,13661.9,13.6619
1386.5,1581.23,1.58123
1387.5,-7.08862,0
1388.5,-7.08862,0
1389.5,-7.08862,0
1390.5,-7.08862,0
1391.5,-7.08862,0
1392.5,-7.08862,0
1393.5,-7.08862,0
1394.5,-7.08862,0
1395.5,-7.08862,0
1396.5,-7.08862,0
1397.5,-7.08862,0
1398.5,782.938,0.782938
1399.5,8085.98,8.08598
1400.5,13734.4,13.7344
1401.5,12340.7,12.3407
1402.5,11370.6,11.3706
1403.5,22664.1,22.6641
1404.5,13766.9,13.7669
1405.5,9156.19,9.15619
1406.5,3730.38,3.73038
1407.5,2583,2.583
1408.5,3626.9,3.6269
1409.5,1978.97,1.97897
1410.5,372.663,0.372663
1411.5,-7.08862,0
1412.5,-7.08862,0
1413.5,-7.08862,0
1414.5,-7.08862,0
1415.5,-7.08862,0
1416.5,-7.08862,0
1417.5,-7.08862,0
1418.5,-7.08862,0
1419.5,-7.08862,0
1420.5,-7.08862,0
1421.5,-7.08862,0
1422.5,88.6279,0.0886279
1423.5,8731.82,8.73182
1424.5,24629.4,24.6294
1425.5,37455.2,37.4552
1426.5,29400.1,29.4001
1427.5,25455,25.455
1428.5,34340.3,34.3403
1429.5,35242.6,35.2426
1430.5,26655.6,26.6556
1431.5,41329.1,41.3291
1432.5,13364.8,13.3648
1433.5,11542.6,11.5426
1434.5,1079.23,1.07923
1435.5,-7.08862,0
1436.5,-7.08862,0
1437.5,-7.08862,0
1438.5,-7.08862,0
1439.5,-7.08862,0
1440.5,-7.08862,0
1441.5,-7.08862,0
1442.5,-7.08862,0
1443.5,-7.08862,0
1444.5,-7.08862,0
1445.5,-7.08862,0
1446.5,102.921,0.102921
1447.5,9350.59,9.35059
1448.5,23707.1,23.7071
1449.5,37942.5,37.9425
1450.5,49984.9,49.9849
1451.5,41502.6,41.5026
1452.5,35087.1,35.0871
1453.5,20885.8,20.8858
1454.5,18718.9,18.7189
1455.5,13493.4,13.4934
1456.5,6912.19,6.91219
1457.5,925.843,0.925843
1458.5,375.03,0.37503
1459.5,-7.08862,0
1460.5,-7.08862,0
1461.5,-7.08862,0
1462.5,-7.08862,0
1463.5,-7.08862,0
1464.5,-7.08862,0
1465.5,-7.08862,0
1466.5,-7.08862,0
1467.5,-7.08862,0
1468.5,-7.08862,0
1469.5,-7.08862,0
1470.5,484.157,0.484157
1471.5,9446.03,9.44603
1472.5,24880.2,24.8802
1473.5,41078.5,41.0785
1474.5,42415.8,42.4158
1475.5,51251.1,51.2511
1476.5,28508.7,28.5087
1477.5,26740.3,26.7403
1478.5,40553.1,40.5531
1479.5,26383.4,26.3834
1480.5,32391.9,32.3919
1481.5,8602.29,8.60229
1482.5,818.87,0.81887
1483.5,-7.08862,0
1484.5,-7.08862,0
1485.5,-7.08862,0
1486.5,-7.08862,0
1487.5,-7.08862,0
1488.5,-7.08862,0
1489.5,-7.08862,0
1490.5,-7.08862,0
1491.5,-7.08862,0
1492.5,-7.08862,0
1493.5,-7.08862,0
1494.5,16.3671,0.0163671
1495.5,8892.18,8.89218
1496.5,21410.9,21.4109
1497.5,36902.6,36.9026
1498.5,45285.7,45.2857
1499.5,40569.5,40.5695
1500.5,49105.5,49.1055
1501.5,41681.3,41.6813
1502.5,49858.3,49.8583
1503.5,40210.4,40.2104
1504.5,24746,24.746
1505.5,11143.4,11.1434
1506.5,976.849,0.976849
1507.5,-7.08862,0
1508.5,-7.08862,0
1509.5,-7.08862,0
1510.5,-7.08862,0
1511.5,-7.08862,0
1512.5,-7.08862,0
1513.5,-7.08862,0
1514.5,-7.08862,0
1515.5,-7.08862,0
1516.5,-7.08862,0
1517.5,-7.08862,0
1518.5,-7.08862,0
1519.5,5404.89,5.40489
1520.5,25617,25.617
1521.5,19466.4,19.4664
1522.5,13761.3,13.7613
1523.5,23408.6,23.4086
1524.5,30448.5,30.4485
1525.5,28191.6,28.1916
1526.5,30975,30.975
1527.5,22141.7,22.1417
1528.5,21696.5,21.6965
1529.5,8447.73,8.44773
1530.5,810.205,0.810205
1531.5,-7.08862,0
1532.5,-7.08862,0
1533.5,-7.08862,0
1534.5,-7.08862,0
1535.5,-7.08862,0
1536.5,-7.08862,0
1537.5,-7.08862,0
1538.5,-7.08862,0
1539.5,-7.08862,0
1540.5,-7.08862,0
1541.5,-7.08862,0
1542.5,218.278,0.218278
1543.5,7367.6,7.3676
1544.5,14711,14.711
1545.5,31931.3,31.9313
1546.5,18671.1,18.6711
1547.5,19646.8,19.6468
1548.5,15523.6,15.5236
1549.5,16031.4,16.0314
1550.5,18698.1,18.6981
1551.5,10947.1,10.9471
1552.5,8053.95,8.05395
1553.5,4952.78,4.95278
1554.5,471.124,0.471124
1555.5,-7.08862,0
1556.5,-7.08862,0
1557.5,-7.08862,0
1558.5,-7.08862,0
1559.5,-7.08862,0
1560.5,-7.08862,0
1561.5,-7.08862,0
1562.5,-7.08862,0
1563.5,-7.08862,0
1564.5,-7.08862,0
1565.5,-7.08862,0
1566.5,-7.08862,0
1567.5,4597.75,4.59775
1568.5,9298.93,9.29893
1569.5,16174.2,16.1742
1570.5,29621.9,29.6219
1571.5,35991.3,35.9913
1572.5,34454.5,34.4545
1573.5,18779.6,18.7796
1574.5,21787.8,21.7878
1575.5,14635,14.635
1576.5,9296.27,9.29627
1577.5,5297.34,5.29734
1578.5,1310.91,1.31091
1579.5,-7.08862,0
1580.5,-7.08862,0
1581.5,-7.08862,0
1582.5,-7.08862,0
1583.5,-7.08862,0
1584.5,-7.08862,0
1585.5,-7.08862,0
1586.5,-7.08862,0
1587.5,-7.08862,0
1588.5,-7.08862,0
1589.5,-7.08862,0
1590.5,-7.08862,0
1591.5,3147.02,3.14702
1592.5,14031,14.031
1593.5,12000.4,12.0004
1594.5,36885.6,36.8856
1595.5,36037.4,36.0374
1596.5,28673,28.673
1597.5,20046.2,20.0462
1598.5,50835.9,50.8359
1599.5,41017.1,41.0171
1600.5,26655.6,26.6556
1601.5,3444.68,3.44468
1602.5,1074.11,1.07411
1603.5,-7.08862,0
1604.5,-7.08862,0
1605.5,-7.08862,0
1606.5,-7.08862,0
1607.5,-7.08862,0
1608.5,-7.08862,0
1609.5,-7.08862,0
1610.5,-7.08862,0
1611.5,-7.08862,0
1612.5,-7.08862,0
1613.5,-7.08862,0
1614.5,87.1998,0.0871998
1615.5,4528.55,4.52855
1616.5,7867.35,7.86735
1617.5,17051.9,17.0519
1618.5,29136.8,29.1368
1619.5,24935.8,24.9358
1620.5,17077.1,17.0771
1621.5,22604.7,22.6047
1622.5,20383.9,20.3839
1623.5,30643.5,30.6435
1624.5,7249.28,7.24928
1625.5,1464.22,1.46422
1626.5,-7.08862,0
1627.5,-7.08862,0
1628.5,-7.08862,0
1629.5,-7.08862,0
1630.5,-7.08862,0
1631.5,-7.08862,0
1632.5,-7.08862,0
1633.5,-7.08862,0
1634.5,-7.08862,0
1635.5,-7.08862,0
1636.5,-7.08862,0
1637.5,-7.08862,0
1638.5,-7.08862,0
1639.5,2669.31,2.66931
1640.5,13326.5,13.3265
1641.5,14899.4,14.8994
1642.5,18882.6,18.8826
1643.5,29625.3,29.6253
1644.5,25521.8,25.5218
1645.5,26098.6,26.0986
1646.5,17684.6,17.6846
1647.5,28898.4,28.8984
1648.5,13847.7,13.8477
1649.5,5436.43,5.43643
1650.5,299.172,0.299172
1651.5,-7.08862,0
1652.5,-7.08862,0
1653.5,-7.08862,0
1654.5,-7.08862,0
1655.5,-7.08862,0
1656.5,-7.08862,0
1657.5,-7.08862,0
1658.5,-7.08862,0
1659.5,-7.08862,0
1660.5,-7.08862,0
1661.5,-7.08862,0
1662.5,-7.08862,0
1663.5,8399.89,8.39989
1664.5,24123.5,24.1235
1665.5,38447.9,38.4479
1666.5,34739.8,34.7398
1667.5,45618.4,45.6184
1668.5,50601,50.601
1669.5,43510.4,43.5104
1670.5,11898.7,11.8987
1671.5,13781.4,13.7814
1672.5,3176.61,3.17661
1673.5,609.481,0.609481
1674.5,-7.08862,0
1675.5,-7.08862,0
1676.5,-7.08862,0
1677.5,-7.08862,0
1678.5,-7.08862,0
1679.5,-7.08862,0
1680.5,-7.08862,0
1681.5,-7.08862,0
1682.5,-7.08862,0
1683.5,-7.08862,0
1684.5,-7.08862,0
1685.5,-7.08862,0
1686.5,155.291,0.155291
1687.5,8464.08,8.46408
1688.5,24095.6,24.0956
1689.5,35593.1,35.5931
1690.5,39364.8,39.3648
1691.5,50993.8,50.9938
1692.5,54503.4,54.5034
1693.5,54503.4,54.5034
1694.5,48767,48.767
1695.5,20102.7,20.1027
1696.5,7895.91,7.89591
1697.5,2153.84,2.15384
1698.5,70.3736,0.0703736
1699.5,-7.08862,0
1700.5,-7.08862,0
1701.5,-7.08862,0
1702.5,-7.08862,0
1703.5,-7.08862,0
1704.5,-7.08862,0
1705.5,-7.08862,0
1706.5,-7.08862,0
1707.5,-7.08862,0
1708.5,-7.08862,0
1709.5,-7.08862,0
1710.5,-7.08862,0
1711.5,8630.89,8.63089
1712.5,24947.8,24.9478
1713.5,31096.2,31.0962
1714.5,31069.4,31.0694
1715.5,31651.6,31.6516
1716.5,46881.1,46.8811
1717.5,54503.4,54.5034
1718.5,54503.4,54.5034
1719.5,39897.1,39.8971
1720.5,27719.2,27.7192
1721.5,13720.5,13.7205
1722.5,712.125,0.712125
1723.5,-7.08862,0
1724.5,-7.08862,0
1725.5,-7.08862,0
1726.5,-7.08862,0
1727.5,-7.08862,0
1728.5,-7.08862,0
1729.5,-7.08862,0
1730.5,-7.08862,0
1731.5,-7.08862,0
1732.5,-7.08862,0
1733.5,-7.08862,0
1734.5,-7.08862,0
1735.5,4564.37,4.56437
1736.5,7456.29,7.45629
1737.5,9665.63,9.66563
1738.5,20935.3,20.9353
1739.5,35608.7,35.6087
1740.5,24116.7,24.1167
1741.5,18304.5,18.3045
1742.5,15802.3,15.8023
1743.5,7591.66,7.59166
1744.5,4150.71,4.15071
1745.5,402.341,0.402341
1746.5,-7.08862,0
1747.5,-7.08862,0
1748.5,-7.08862,0
1749.5,-7.08862,0
1750.5,-7.08862,0
1751.5,-7.08862,0
1752.5,-7.08862,0
1753.5,-7.08862,0
1754.5,-7.08862,0
1755.5,-7.08862,0
1756.5,-7.08862,0
1757.5,-7.08862,0
1758.5,-7.08862,0
1759.5,8578.13,8.57813
1760.5,25635.7,25.6357
1761.5,38875.1,38.8751
1762.5,46000,46
1763.5,47289.7,47.2897
1764.5,51393.1,51.3931
1765.5,54503.4,54.5034
1766.5,51413.4,51.4134
1767.5,39670.7,39.6707
1768.5,28988.1,28.9881
1769.5,12832.6,12.8326
1770.5,-7.08862,0
1771.5,-7.08862,0
1772.5,-7.08862,0
1773.5,-7.08862,0
1774.5,-7.08862,0
1775.5,-7.08862,0
1776.5,-7.08862,0
1777.5,-7.08862,0
1778.5,-7.08862,0
1779.5,-7.08862,0
1780.5,-7.08862,0
1781.5,-7.08862,0
1782.5,-7.08862,0
1783.5,4517.49,4.51749
1784.5,22104,22.104
1785.5,32466,32.466
1786.5,41456.7,41.4567
1787.5,50720.6,50.7206
1788.5,43647.6,43.6476
1789.5,47638.7,47.6387
1790.5,48731.8,48.7318
1791.5,43491.2,43.4912
1792.5,29730.3,29.7303
1793.5,12522.9,12.5229
1794.5,-7.08862,0
1795.5,-7.08862,0
1796.5,-7.08862,0
1797.5,-7.08862,0
1798.5,-7.08862,0
1799.5,-7.08862,0
1800.5,-7.08862,0
1801.5,-7.08862,0
1802.5,-7.08862,0
1803.5,-7.08862,0
1804.5,-7.08862,0
1805.5,-7.08862,0
1806.5,-7.08862,0
1807.5,7013.94,7.01394
1808.5,21746.9,21.7469
1809.5,21385.9,21.3859
1810.5,39299.4,39.2994
1811.5,29767.8,29.7678
1812.5,24750.3,24.7503
1813.5,20588.6,20.5886
1814.5,18005.1,18.0051
1815.5,15857.6,15.8576
1816.5,21161.4,21.1614
1817.5,4403.7,4.4037
1818.5,-7.08862,0
1819.5,-7.08862,0
1820.5,-7.08862,0
1821.5,-7.08862,0
1822.5,-7.08862,0
1823.5,-7.08862,0
1824.5,-7.08862,0
1825.5,-7.08862,0
1826.5,-7.08862,0
1827.5,-7.08862,0
1828.5,-7.08862,0
1829.5,-7.08862,0
1830.5,-7.08862,0
1831.5,8708.52,8.70852
1832.5,24124.2,24.1242
1833.5,38549.4,38.5494
1834.5,50691.3,50.6913
1835.5,41064.9,41.0649
1836.5,46068.7,46.0687
1837.5,51264.3,51.2643
1838.5,45458.1,45.4581
1839.5,33169.2,33.1692
1840.5,8699.44,8.69944
1841.5,3188.58,3.18858
1842.5,-7.08862,0
1843.5,-7.08862,0
1844.5,-7.08862,0
1845.5,-7.08862,0
1846.5,-7.08862,0
1847.5,-7.08862,0
1848.5,-7.08862,0
1849.5,-7.08862,0
1850.5,-7.08862,0
1851.5,-7.08862,0
1852.5,-7.08862,0
1853.5,-7.08862,0
1854.5,-7.08862,0
1855.5,8111.52,8.11152
1856.5,24980.4,24.9804
1857.5,38563.8,38.5638
1858.5,51775.8,51.7758
1859.5,40482.7,40.4827
1860.5,47306.7,47.3067
1861.5,51320.6,51.3206
1862.5,37479.8,37.4798
1863.5,33266.8,33.2668
1864.5,26670.6,26.6706
1865.5,3262.57,3.26257
1866.5,-7.08862,0
1867.5,-7.08862,0
1868.5,-7.08862,0
1869.5,-7.08862,0
1870.5,-7.08862,0
1871.5,-7.08862,0
1872.5,-7.08862,0
1873.5,-7.08862,0
1874.5,-7.08862,0
1875.5,-7.08862,0
1876.5,-7.08862,0
1877.5,-7.08862,0
1878.5,-7.08862,0
1879.5,8696.89,8.69689
1880.5,24387.3,24.3873
1881.5,35985.6,35.9856
1882.5,30968,30.968
1883.5,45155.9,45.1559
1884.5,38427.6,38.4276
1885.5,18905.2,18.9052
1886.5,31595.7,31.5957
1887.5,25771.3,25.7713
1888.5,7395.44,7.39544
1889.5,2667.1,2.6671
1890.5,-7.08862,0
1891.5,-7.08862,0
1892.5,-7.08862,0
1893.5,-7.08862,0
1894.5,-7.08862,0
1895.5,-7.08862,0
1896.5,-7.08862,0
1897.5,-7.08862,0
1898.5,-7.08862,0
1899.5,-7.08862,0
1900.5,-7.08862,0
1901.5,-7.08862,0
1902.5,-7.08862,0
1903.5,7984.46,7.98446
1904.5,25081.9,25.0819
1905.5,36206.4,36.2064
1906.5,48517.2,48.5172
1907.5,54503.4,54.5034
1908.5,27457.6,27.4576
1909.5,38394.5,38.3945
1910.5,11013.8,11.0138
1911.5,15267.3,15.2673
1912.5,4205.36,4.20536
1913.5,2506.67,2.50667
1914.5,-7.08862,0
1915.5,-7.08862,0
1916.5,-7.08862,0
1917.5,-7.08862,0
1918.5,-7.08862,0
1919.5,-7.08862,0
1920.5,-7.08862,0
1921.5,-7.08862,0
1922.5,-7.08862,0
1923.5,-7.08862,0
1924.5,-7.08862,0
1925.5,-7.08862,0
1926.5,-7.08862,0
1927.5,10075.8,10.0758
1928.5,23990.5,23.9905
1929.5,37702.9,37.7029
1930.5,47556.3,47.5563
1931.5,54503.4,54.5034
1932.5,42033.6,42.0336
1933.5,47607.5,47.6075
1934.5,16960.9,16.9609
1935.5,4528.7,4.5287
1936.5,1498.34,1.49834
1937.5,432.701,0.432701
1938.5,-7.08862,0
1939.5,-7.08862,0
1940.5,-7.08862,0
1941.5,-7.08862,0
1942.5,-7.08862,0
1943.5,-7.08862,0
1944.5,-7.08862,0
1945.5,-7.08862,0
1946.5,-7.08862,0
1947.5,-7.08862,0
1948.5,-7.08862,0
1949.5,-7.08862,0
1950.5,-7.08862,0
1951.5,8366.3,8.3663
1952.5,25502.6,25.5026
1953.5,39152.8,39.1528
1954.5,45858.1,45.8581
1955.5,26639.7,26.6397
1956.5,31346.7,31.3467
1957.5,45209.4,45.2094
1958.5,54503.4,54.5034
1959.5,43445.7,43.4457
1960.5,21928.7,21.9287
1961.5,3886.85,3.88685
1962.5,-7.08862,0
1963.5,-7.08862,0
1964.5,-7.08862,0
1965.5,-7.08862,0
1966.5,-7.08862,0
1967.5,-7.08862,0
1968.5,-7.08862,0
1969.5,-7.08862,0
1970.5,-7.08862,0
1971.5,-7.08862,0
1972.5,-7.08862,0
1973.5,-7.08862,0
1974.5,-7.08862,0
1975.5,6487.87,6.48787
1976.5,11350.5,11.3505
1977.5,13956.2,13.9562
1978.5,17495.3,17.4953
1979.5,22115,22.115
1980.5,25419.4,25.4194
1981.5,19573.3,19.5733
1982.5,28274.4,28.2744
1983.5,4867.12,4.86712
1984.5,10385.6,10.3856
1985.5,4542.08,4.54208
1986.5,-7.08862,0
1987.5,-7.08862,0
1988.5,-7.08862,0
1989.5,-7.08862,0
1990.5,-7.08862,0
1991.5,-7.08862,0
1992.5,-7.08862,0
1993.5,-7.08862,0
1994.5,-7.08862,0
1995.5,-7.08862,0
1996.5,-7.08862,0
1997.5,-7.08862,0
1998.5,-7.08862,0
1999.5,8190.18,8.19018
2000.5,22690.1,22.6901
2001.5,38845.5,38.8455
2002.5,49213.7,49.2137
2003.5,48196.8,48.1968
2004.5,32203.5,32.2035
2005.5,22239.5,22.2395
2006.5,29404.6,29.4046
2007.5,19501.5,19.5015
2008.5,13559,13.559
2009.5,2658.54,2.65854
2010.5,-7.08862,0
2011.5,-7.08862,0
2012.5,-7.08862,0
2013.5,-7.08862,0
2014.5,-7.08862,0
2015.5,-7.08862,0
2016.5,-7.08862,0
2017.5,-7.08862,0
2018.5,-7.08862,0
2019.5,-7.08862,0
2020.5,-7.08862,0
2021.5,-7.08862,0
2022.5,-7.08862,0
2023.5,7429.8,7.4298
2024.5,23777.1,23.7771
2025.5,36691.1,36.6911
2026.5,38873.6,38.8736
2027.5,44929.4,44.9294
2028.5,41221.9,41.2219
2029.5,47996.6,47.9966
2030.5,41496.7,41.4967
2031.5,35794,35.794
2032.5,31422.9,31.4229
2033.5,1691.92,1.69192
2034.5,-7.08862,0
2035.5,-7.08862,0
2036.5,-7.08862,0
2037.5,-7.08862,0
2038.5,-7.08862,0
2039.5,-7.08862,0
2040.5,-7.08862,0
2041.5,-7.08862,0
2042.5,-7.08862,0
2043.5,-7.08862,0
2044.5,-7.08862,0
2045.5,-7.08862,0
2046.5,-7.08862,0
2047.5,7561.87,7.56187
2048.5,24164.8,24.1648
2049.5,38107,38.107
2050.5,22693,22.693
2051.5,54503.4,54.5034
2052.5,54503.4,54.5034
2053.5,54503.4,54.5034
2054.5,50132.7,50.1327
2055.5,41010.8,41.0108
2056.5,26193.2,26.1932
2057.5,3906.59,3.90659
2058.5,-7.08862,0
2059.5,-7.08862,0
2060.5,-7.08862,0
2061.5,-7.08862,0
2062.5,-7.08862,0
2063.5,-7.08862,0
2064.5,-7.08862,0
